Year	ID_mesh	SPRCLASSE	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture
2018	28	Aquidauana	0	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2019	28	Aquidauana	0	0.0207	0	0	0	0	0.0207	0	0	9.5931	0	0	0	0
2020	28	Aquidauana	0.0207	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2021	28	Aquidauana	0	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2022	28	Aquidauana	0	0	0	0	0	0	0	0	0	9.6138	0	0	0	0
2012	29	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	8.3646	0	0	0	0
2013	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2014	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2015	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2016	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2017	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2018	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2019	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2020	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2021	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2022	29	Aquidauana	0	0	0	0	0	0	0	0	0	8.3646	0	0	0	0
2012	30	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	3.0348	0	0	0	0
2013	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2014	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2015	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2016	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2017	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2018	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2019	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2020	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2021	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2022	30	Aquidauana	0	0	0	0	0	0	0	0	0	3.0348	0	0	0	0
2012	31	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	2.7945	0	0	0	0
2013	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2014	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2015	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2016	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2017	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2018	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2019	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2020	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2021	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2022	31	Aquidauana	0	0	0	0	0	0	0	0	0	2.7945	0	0	0	0
2012	32	Aquidauana	NA	NA	NA	NA	NA	NA	0.0144	0	0	4.0815	0	0	0	0
2013	32	Aquidauana	0.0144	0	0	0	0	0	0	0	0	4.0959	0	0	0	0
2014	32	Aquidauana	0	0.0063	0	0	0	0	0.0063	0	0	4.0896	0	0	0	0
2015	32	Aquidauana	0	0.0288	0	0	0	0	0.0351	0	0	4.0608	0	0	0	0
2016	32	Aquidauana	0.0351	0	0	0	0	0	0	0	0	4.0959	0	0	0	0
2017	32	Aquidauana	0	0	0	0	0	0	0	0	0	4.0959	0	0	0	0
2018	32	Aquidauana	0	0	0	0	0	0	0	0	0	4.0959	0	0	0	0
2019	32	Aquidauana	0	0	0	0	0	0	0	0	0	4.0959	0	0	0	0
2020	32	Aquidauana	0	0	0	0	0	0	0	0	0	4.0959	0	0	0	0
2021	32	Aquidauana	0	0	0	0	0	0	0	0	0	4.0959	0	0	0	0
2022	32	Aquidauana	0	0	0	0	0	0	0	0	0	4.0959	0	0	0	0
2012	33	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6408	0	0	0	0
2013	33	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2014	33	Aquidauana	0	0.018	0	0	0	0	0.018	0	0	9.6228	0	0	0	0
2015	33	Aquidauana	0	0.0567	0	0	0	0	0.0747	0	0	9.5661	0	0	0	0
2016	33	Aquidauana	0.0747	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2017	33	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2018	33	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2019	33	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2020	33	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2021	33	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2022	33	Aquidauana	0	0	0	0	0	0	0	0	0	9.6408	0	0	0	0
2012	34	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6381	0	0	0	0
2013	34	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2014	34	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2015	34	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2016	34	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2017	34	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2018	34	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2019	34	Aquidauana	0	0.0135	0	0	0	0	0.0135	0	0	9.6246	0	0	0	0
2020	34	Aquidauana	0.0135	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2021	34	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2022	34	Aquidauana	0	0	0	0	0	0	0	0	0	9.6381	0	0	0	0
2012	35	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6687	0	0	0	0
2013	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2014	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2015	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2016	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2017	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2018	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2019	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2020	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2021	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2022	35	Aquidauana	0	0	0	0	0	0	0	0	0	9.6687	0	0	0	0
2012	36	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	8.5968	0	0	0	0
2013	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2014	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2015	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2016	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2017	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2018	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2019	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2020	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2021	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2022	36	Aquidauana	0	0	0	0	0	0	0	0	0	8.5968	0	0	0	0
2012	37	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	8.5914	0	0	0	0
2013	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2014	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2015	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2016	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2017	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2018	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2019	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2020	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2021	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2022	37	Aquidauana	0	0	0	0	0	0	0	0	0	8.5914	0	0	0	0
2012	38	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	2.9061	0	0	0	0
2013	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2014	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2015	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2016	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2017	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2018	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2019	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2020	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2021	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2022	38	Aquidauana	0	0	0	0	0	0	0	0	0	2.9061	0	0	0	0
2012	39	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	0.6579	0	0	0	0
2013	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2014	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2015	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2016	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2017	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2018	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2019	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2020	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2021	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2022	39	Aquidauana	0	0	0	0	0	0	0	0	0	0.6579	0	0	0	0
2012	40	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	7.911	0	0	0	0
2013	40	Aquidauana	0	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2014	40	Aquidauana	0	0.0252	0	0	0	0	0.0252	0	0	7.8858	0	0	0	0
2015	40	Aquidauana	0.0252	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2016	40	Aquidauana	0	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2017	40	Aquidauana	0	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2018	40	Aquidauana	0	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2019	40	Aquidauana	0	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2020	40	Aquidauana	0	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2021	40	Aquidauana	0	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2022	40	Aquidauana	0	0	0	0	0	0	0	0	0	7.911	0	0	0	0
2012	41	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6525	0	0	0	0
2013	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2014	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2015	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2016	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2017	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2018	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2019	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2020	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2021	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2022	41	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2012	42	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6507	0	0	0	0
2013	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2014	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2015	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2016	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2017	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2018	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2019	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2020	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2021	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2022	42	Aquidauana	0	0	0	0	0	0	0	0	0	9.6507	0	0	0	0
2012	43	Aquidauana	NA	NA	NA	NA	NA	NA	0.0693	0	0	9.5391	0	0	0	0
2013	43	Aquidauana	0.0693	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2014	43	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2015	43	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2016	43	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2017	43	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2018	43	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2019	43	Aquidauana	0	0.1647	0	0	0	0	0.1647	0	0	9.4437	0	0	0	0
2020	43	Aquidauana	0.1647	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2021	43	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2022	43	Aquidauana	0	0	0	0	0	0	0	0	0	9.6084	0	0	0	0
2012	44	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6669	0	0	0	0
2013	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2014	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2015	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2016	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2017	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2018	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2019	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2020	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2021	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2022	44	Aquidauana	0	0	0	0	0	0	0	0	0	9.6669	0	0	0	0
2012	45	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6426	0	0	0	0
2013	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2014	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2015	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2016	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2017	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2018	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2019	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2020	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2021	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2022	45	Aquidauana	0	0	0	0	0	0	0	0	0	9.6426	0	0	0	0
2012	46	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	8.1441	0	0	0	0
2013	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2014	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2015	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2016	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2017	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2018	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2019	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2020	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2021	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2022	46	Aquidauana	0	0	0	0	0	0	0	0	0	8.1441	0	0	0	0
2012	47	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	1.9053	0	0	0	0
2013	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2014	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2015	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2016	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2017	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2018	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2019	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2020	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2021	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2022	47	Aquidauana	0	0	0	0	0	0	0	0	0	1.9053	0	0	0	0
2012	48	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	3.5154	0	0	0	0
2013	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2014	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2015	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2016	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2017	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2018	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2019	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2020	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2021	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2022	48	Aquidauana	0	0	0	0	0	0	0	0	0	3.5154	0	0	0	0
2012	49	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6786	0	0	0	0
2013	49	Aquidauana	0	0	0	0	0	0	0	0	0	9.6786	0	0	0	0
2014	49	Aquidauana	0	0.0036	0	0	0	0	0.0036	0	0	9.675	0	0	0	0
2015	49	Aquidauana	0.0036	0	0	0	0	0	0	0	0	9.6786	0	0	0	0
2016	49	Aquidauana	0	0	0	0	0	0	0	0	0	9.6786	0	0	0	0
2017	49	Aquidauana	0	0	0	0	0	0	0	0	0	9.6786	0	0	0	0
2018	49	Aquidauana	0	0.1935	0	0	0	0	0.1935	0	0	9.4851	0	0	0	0
2019	49	Aquidauana	0.1422	0	0	0	0	0	0.0513	0	0	9.6273	0	0	0	0
2020	49	Aquidauana	0.0513	0	0	0	0	0	0	0	0	9.6786	0	0	0	0
2021	49	Aquidauana	0	0	0	0	0	0	0	0	0	9.6786	0	0	0	0
2022	49	Aquidauana	0	0	0	0	0	0	0	0	0	9.6786	0	0	0	0
2012	50	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6075	0	0	0	0
2013	50	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2014	50	Aquidauana	0	0.045	0	0	0	0	0.045	0	0	9.5625	0	0	0	0
2015	50	Aquidauana	0.045	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2016	50	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2017	50	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2018	50	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2019	50	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2020	50	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2021	50	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2022	50	Aquidauana	0	0	0	0	0	0	0	0	0	9.6075	0	0	0	0
2012	51	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6444	0	0	0	0
2013	51	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2014	51	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2015	51	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2016	51	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2017	51	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2018	51	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2019	51	Aquidauana	0	1.5912	0	0	0	0	1.5912	0	0	8.0532	0	0	0	0
2020	51	Aquidauana	1.5912	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2021	51	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2022	51	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2012	52	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.648	0	0	0	0
2013	52	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2014	52	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2015	52	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2016	52	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2017	52	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2018	52	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2019	52	Aquidauana	0	3.6576	0	0	0	0	3.6576	0	0	5.9904	0	0	0	0
2020	52	Aquidauana	3.6576	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2021	52	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2022	52	Aquidauana	0	0	0	0	0	0	0	0	0	9.648	0	0	0	0
2012	53	Aquidauana	NA	NA	NA	NA	NA	NA	1.3419	0	0	8.3025	0	0	0	0
2013	53	Aquidauana	1.3419	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2014	53	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2015	53	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2016	53	Aquidauana	0	0.054	0	0	0	0	0.054	0	0	9.5904	0	0	0	0
2017	53	Aquidauana	0.054	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2018	53	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2019	53	Aquidauana	0	0.2655	0	0	0	0	0.2655	0	0	9.3789	0	0	0	0
2020	53	Aquidauana	0.2655	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2021	53	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2022	53	Aquidauana	0	0	0	0	0	0	0	0	0	9.6444	0	0	0	0
2012	54	Aquidauana	NA	NA	NA	NA	NA	NA	0.7218	0	0	8.8902	0	0	0	0
2013	54	Aquidauana	0.7218	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2014	54	Aquidauana	0	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2015	54	Aquidauana	0	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2016	54	Aquidauana	0	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2017	54	Aquidauana	0	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2018	54	Aquidauana	0	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2019	54	Aquidauana	0	0.0144	0	0	0	0	0.0144	0	0	9.5976	0	0	0	0
2020	54	Aquidauana	0.0144	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2021	54	Aquidauana	0	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2022	54	Aquidauana	0	0	0	0	0	0	0	0	0	9.612	0	0	0	0
2012	55	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	9.6525	0	0	0	0
2013	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2014	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2015	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2016	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2017	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2018	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2019	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2020	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2021	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2022	55	Aquidauana	0	0	0	0	0	0	0	0	0	9.6525	0	0	0	0
2012	56	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	6.1866	0	0	0	0
2013	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2014	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2015	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2016	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2017	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2018	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2019	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2020	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2021	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2022	56	Aquidauana	0	0	0	0	0	0	0	0	0	6.1866	0	0	0	0
2012	57	Aquidauana	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
2013	57	Aquidauana	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	57	Aquidauana	0	0	0	0	0	0	0	0	0	0	0	0	0	0
