Year	ID_mesh	ID_tipologia	Categoria	Nome	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture
2014	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2015	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2016	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2017	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2018	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2019	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2020	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2021	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2022	39	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2013	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0
2014	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2015	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2016	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2017	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2018	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2019	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2020	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2021	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2022	40	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2013	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0
2014	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2015	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2016	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2017	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2018	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2019	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2020	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2021	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2022	41	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2013	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.0227	0.0774	0	0	0	0	0	0
2014	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2015	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2016	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2017	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2018	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2019	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2020	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2021	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2022	42	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0227	0.0774	0	0	0	0	0	0
2013	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	17.7921	0.9063	0.009	0	0	0	0.0288	0
2014	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00450000000000017	0	0	0	0	17.7966	0.9009	0.0099	0	0	0	0.0234	0
2015	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00900000000000034	0	0	0	0	17.8056	0.8919	0.0099	0	0	0	0.0144	0
2016	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00900000000000034	0	0	0	0.0072	0	17.7966	0.9009	0.0099	0	0	0	0.0216	0
2017	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00269999999999726	0	0	0	0.000899999999999998	0	17.7939	0.9045	0.009	0	0	0	0.0225	0
2018	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000900000000001455	0	0	0	0.000900000000000001	0	17.793	0.9054	0.009	0	0	0	0.0234	0
2019	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0.0045	0	17.793	0.9054	0.009	0	0	0	0.0279	0
2020	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	17.793	0.9054	0.009	0	0	0	0.0279	0
2021	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00179999999999936	0	0	0	0	17.7948	0.9036	0.009	0	0	0	0.0261	0
2022	43	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00179999999999936	0	0	0	0.0027	0	17.793	0.9144	0	0	0	0	0.0288	0
2013	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	1.0242	0.0207	0	0	0	0	0	0
2014	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	1.0242	0.0207	0	0	0	0	0	0
2015	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0495	0	0	0	0.0495	0	0.9747	0.0702	0	0	0	0	0.0495	0
2016	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00900000000000001	0	0	0	0.009	0	0.9657	0.0792	0	0	0	0	0.0585	0
2017	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000900000000000012	0	0	0	0.000900000000000005	0	0.9648	0.0801	0	0	0	0	0.0594	0
2018	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00180000000000002	0	0	0	0	0.9666	0.0783	0	0	0	0	0.0576	0
2019	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00719999999999998	0	0	0	0	0.9738	0.0711	0	0	0	0	0.0504	0
2020	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00180000000000002	0	0	0	0.0018	0	0.972	0.0729	0	0	0	0	0.0522	0
2021	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00270000000000004	0	0	0	0	0.9747	0.0702	0	0	0	0	0.0495	0
2022	44	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00719999999999998	0	0	0	0.00720000000000001	0	0.9675	0.0774	0	0	0	0	0.0567	0
2013	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	4.671	1.7478	0.0315	0	1.0008	0	0.5958	0
2014	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.3285	0	0.3132	0	0.0125999999999999	0	4.3425	2.0727	0.0351	0	1.314	0	0.6084	0
2015	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0513000000000003	0	0.0854999999999999	0	0	0	4.2912	2.1348	0.0243	0	1.3995	0	0.5859	0
2016	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00900000000000034	0.0243	0	0	0	4.3002	2.1231	0.027	0	1.4238	0	0.5544	0
2017	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0179999999999998	0.0089999999999999	0	0	0	4.3182	2.1186	0.0135	0	1.4328	0	0.5409	0
2018	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0297000000000001	0	0.00810000000000022	0	0.0234000000000001	0	4.2885	2.1483	0.0135	0	1.4409	0	0.5643	0
2019	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0288000000000004	0	0.000899999999999901	0	0.0287999999999999	0	4.2597	2.1726	0.018	0	1.4418	0	0.5931	0
2020	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0225	0	0.00990000000000002	0	0.0117	0	4.2372	2.196	0.0171	0	1.4517	0	0.6048	0
2021	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00269999999999992	0	0.00180000000000002	0	0	0	4.2345	2.2014	0.0144	0	1.4535	0	0.6039	0
2022	45	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0152999999999999	0	0.0144	0	0.0234	0	4.2192	2.2149	0.0162	0	1.4679	0	0.6273	0
2013	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	22.9752	2.0979	0	0	0.0729	0	2.0178	0
2014	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.104400000000002	0	0.00360000000000001	0	0.0999000000000003	0	22.8708	2.2023	0	0	0.0765	0	2.1177	0
2015	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.440999999999999	0	0.00269999999999999	0	0.4365	0	22.4298	2.6433	0	0	0.0792	0	2.5542	0
2016	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0738000000000021	0	0.00180000000000001	0	0.0792000000000002	0	22.356	2.7171	0	0	0.081	0	2.6334	0
2017	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.223200000000002	0	0	0	0.0009	22.5792	2.4939	0	0	0.081	0	2.4111	0.0009
2018	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0260999999999996	0	0	0	0.0270000000000001	0	22.5531	2.52	0	0	0.081	0	2.4381	0.0009
2019	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0738000000000021	0	0	0	0.0737999999999999	0	22.4793	2.5938	0	0	0.081	0	2.5119	0
2020	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.1935	0	0	0	0.1926	0	22.2858	2.7873	0	0	0.081	0	2.7045	0
2021	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.187199999999997	0	0	0	0.1872	0	22.0986	2.9745	0	0	0.081	0	2.8917	0
2022	46	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.223200000000002	0	0	0	0.189	0.0279	21.8754	3.1977	0	0	0.081	0	3.0807	0.0279
2013	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	20.7342	4.3335	0.0324	0	0.072	0	3.8583	0.0144
2014	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00809999999999889	0	0.0054	0	0.0314999999999999	0.0009	20.7261	4.3578	0.0162	0	0.0774	0	3.8898	0.0153
2015	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0935999999999986	0	0.00270000000000001	0	0.0972000000000004	0.0054	20.6325	4.4541	0.0135	0	0.0801	0	3.987	0.0207
2016	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0152999999999999	0.00269999999999999	0	0	0.0045	20.6478	4.4388	0.0135	0	0.0828	0	3.9609	0.0252
2017	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.161099999999998	0.000899999999999998	0	0	0.000899999999999998	20.8089	4.2777	0.0135	0	0.0837	0	3.8097	0.0261
2018	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.252899999999997	0	0.0162	0	0.2286	0.0027	20.556	4.5297	0.0144	0	0.0999	0	4.0383	0.0288
2019	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.321300000000001	0	0	0	0.2754	0	20.2347	4.8528	0.0126	0	0.0999	0	4.3137	0.027
2020	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.1233	0	0.000899999999999998	0	0.1143	0	20.1114	4.9788	0.0099	0	0.1008	0	4.428	0.0216
2021	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.1035	0	0	0	0.0720000000000001	0.0045	20.0079	5.076	0.0162	0	0.1008	0	4.5	0.0261
2022	47	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.131399999999999	0	0	0	0.2979	0.0036	19.8765	5.1831	0.0405	0	0.1008	0	4.7979	0.0297
2013	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	23.6448	1.4553	0	0	0	0	1.3518	0
2014	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0288000000000004	0	0	0	0	23.6736	1.4265	0	0	0	0	1.3104	0
2015	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0107999999999997	0	0	0	0	23.6844	1.4157	0	0	0	0	1.2915	0
2016	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0.0126000000000002	0	23.6844	1.4157	0	0	0	0	1.3041	0
2017	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0125999999999991	0	0	0	0.0215999999999998	0	23.6718	1.4157	0.0126	0	0	0	1.3257	0
2018	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.034200000000002	0	0	0	0.0441	0	23.6376	1.4445	0.018	0	0	0	1.3698	0
2019	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00539999999999807	0	0	0	0	0	23.6322	1.449	0.0189	0	0	0	1.3698	0
2020	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0135000000000005	0	0	0	0	0	23.6187	1.4589	0.0225	0	0	0	1.359	0
2021	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00450000000000017	0	0	0	0	23.6232	1.4544	0.0225	0	0	0	1.3464	0
2022	48	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0324000000000026	0	0	0	0.0935999999999999	0	23.5908	1.4877	0.0216	0	0	0	1.44	0
2013	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.9093	0.1908	0	0	0	0	0.1782	0
2014	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0188999999999986	0	0	0	0.0189	0	24.8904	0.2097	0	0	0	0	0.1971	0
2015	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0215999999999994	0	0	0	0	24.912	0.1881	0	0	0	0	0.1755	0
2016	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00359999999999872	0	0	0	0.0045	0	24.9084	0.1917	0	0	0	0	0.18	0
2017	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0243000000000002	0	0	0	0	24.9327	0.1674	0	0	0	0	0.1557	0
2018	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0305999999999997	0	0	0	0.0297	0	24.9021	0.198	0	0	0	0	0.1854	0
2019	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0234000000000023	0	0	0	0.0234	0	24.8787	0.2214	0	0	0	0	0.2088	0
2020	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00359999999999872	0	0	0	0.0045	0	24.8751	0.225	0	0	0	0	0.2133	0
2021	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0215999999999994	0	0	0	0.0207	0	24.8535	0.2466	0	0	0	0	0.234	0
2022	49	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0837000000000003	0	0	0	0.0918	0	24.7698	0.3303	0	0	0	0	0.3258	0
2013	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.0975	1.0026	0	0	0.0495	0	0.9108	0
2014	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0315000000000012	0	0.0018	0	0.0351	0	24.066	1.0341	0	0	0.0513	0	0.9459	0
2015	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.116099999999999	0	0	0	0.144	0	23.9499	1.1502	0	0	0.0513	0	1.0899	0
2016	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0566999999999993	0	0	0	0.0558000000000001	0	23.8932	1.2069	0	0	0.0513	0	1.1457	0
2017	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0882000000000005	0	0	0	0.0819000000000001	0	23.805	1.2951	0	0	0.0513	0	1.2276	0
2018	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.000899999999997902	0.0054	0	0	0	23.8059	1.2942	0	0	0.0567	0	1.2195	0
2019	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0108000000000033	0	0	0	0	23.8167	1.2834	0	0	0.0567	0	1.2096	0
2020	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0567000000000029	0	0	0	0.0449999999999999	0	23.76	1.3401	0	0	0.0567	0	1.2546	0
2021	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.040499999999998	0	0	0	0.036	0	23.7195	1.3806	0	0	0.0567	0	1.2906	0
2022	50	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0711000000000013	0	0.0018	0	0.0702	0.0054	23.6484	1.4517	0	0	0.0585	0	1.3608	0.0054
2013	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.3981	0.693	0.009	0	0	0	0.6552	0
2014	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0233999999999988	0	0	0	0.0216	0	24.3747	0.7164	0.009	0	0	0	0.6768	0
2015	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0261000000000031	0	0	0	0.027	0	24.3486	0.7425	0.009	0	0	0	0.7038	0
2016	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0593999999999966	0	0	0	0.0531	0.0009	24.2892	0.8019	0.009	0	0	0	0.7569	0.0009
2017	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0711000000000013	0	0	0	0.0756	0	24.2181	0.8766	0.0054	0	0	0	0.8325	0.0009
2018	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.067499999999999	0	0	0	0.0701999999999999	0	24.1506	0.9441	0.0054	0	0	0	0.9027	0
2019	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0152999999999999	0	0	0	0.0153	0	24.1353	0.9585	0.0063	0	0	0	0.918	0
2020	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0261000000000031	0	0	0	0.027	0	24.1092	0.9873	0.0036	0	0	0	0.945	0
2021	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0377999999999972	0	0	0	0.0144	0	24.0714	1.0251	0.0036	0	0	0	0.9594	0
2022	51	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0801000000000016	0	0	0	0.1152	0	23.9913	1.1007	0.0081	0	0	0	1.0746	0
2013	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	21.2949	0.8424	0.0117	0	0	0	0.6759	0
2014	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0180000000000007	0	0	0	0	21.3129	0.8262	0.0099	0	0	0	0.6561	0
2015	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00629999999999953	0	0	0	0	0	21.3066	0.8316	0.0108	0	0	0	0.6093	0
2016	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00809999999999889	0	0	0.00270000000000004	0	21.3147	0.8244	0.0099	0	0	0	0.612	0
2017	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0954000000000015	0	0	0	0	21.4101	0.7281	0.0108	0	0	0	0.5472	0
2018	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.047699999999999	0	0	0	0.0486	0	21.3624	0.7749	0.0117	0	0	0	0.5958	0
2019	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0485999999999969	0	0	0	0	21.411	0.7263	0.0117	0	0	0	0.5517	0
2020	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00720000000000098	0	0	0	0	21.4182	0.7182	0.0126	0	0	0	0.5319	0
2021	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0215999999999994	0	0	0	0	21.4398	0.693	0.0162	0	0	0	0.4482	0
2022	52	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0260999999999996	0	0	0	0.1341	0	21.4137	0.72	0.0153	0	0	0	0.5823	0
2013	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	15.8022	2.7711	0	0	0	0	2.5299	0
2014	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0567000000000011	0	0	0	0	15.8589	2.7144	0	0	0	0	2.4588	0
2015	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0998999999999999	0	0	0	0	15.9588	2.6145	0	0	0	0	2.331	0
2016	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.1296	0	0	0	0	16.0884	2.4849	0	0	0	0	2.1582	0
2017	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0684000000000005	0	0	0	0	16.1568	2.4165	0	0	0	0	2.1573	0
2018	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0360000000000014	0	0	0	0.1035	0	16.1208	2.4525	0	0	0	0	2.2608	0
2019	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0333000000000006	0	0	0	0	0	16.0875	2.4858	0	0	0	0	2.259	0
2020	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.142199999999999	0	0	0	0.0981000000000001	0	15.9453	2.628	0	0	0	0	2.3571	0
2021	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.324	0	0	0	0.1179	0	15.6213	2.952	0	0	0	0	2.475	0
2022	53	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0792000000000002	0	0	0	0.4059	0	15.5421	3.0312	0	0	0	0	2.8809	0
2013	54	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	23.1066	1.9863	0.0072	0	0	0	1.9125	0
2014	54	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.034200000000002	0	0	0	0.0414000000000001	0	23.0724	2.0187	0.009	0	0	0	1.9539	0
2015	54	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0611999999999995	0	0	0	0.0756000000000001	0	23.0112	2.0799	0.009	0	0	0	2.0295	0
2016	54	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0882000000000005	0	0	0	0.0621	0	22.923	2.1672	0.0099	0	0	0	2.0916	0
2017	54	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0413999999999994	0	0	0	0.0368999999999997	0	22.8816	2.2059	0.0126	0	0	0	2.1285	0
2018	54	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0431999999999988	0	0	0	0.0540000000000003	0	22.8384	2.2473	0.0144	0	0	0	2.1825	0
2019	54	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0180000000000007	0	0	0	0.0170999999999997	0	22.8204	2.2698	0.0099	0	0	0	2.1996	0
2020	54	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0135000000000005	0	0	0	0	0	22.8069	2.2914	0.0018	0	0	0	2.1573	0
