Year	ID_mesh	ID_tipologia	Categoria	Nome	Deforestation	Reforestation	Growth_Urban	Growth_Mining	Growth_Pasture	Growth_Agriculture	Forest	NonForest	Water	Others	Urban	Mining	Pasture	Agriculture
2019	126	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0983	0.0018	0	0	0	0	0	0
2020	126	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0983	0.0018	0	0	0	0	0	0
2021	126	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0983	0.0018	0	0	0	0	0	0
2022	126	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.0983	0.0018	0	0	0	0	0	0
2013	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	20.0502	0.2007	0.8046	0	0	0	0	0
2014	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0125999999999991	0	0	0	0	0	20.0376	0.1953	0.8226	0	0	0	0	0
2015	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.1404	0	0	0.0081	0	20.178	0.3168	0.5607	0	0	0	0.0081	0
2016	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0243000000000002	0	0	0	0	0	20.1537	0.549	0.3528	0	0	0	0.0081	0
2017	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0854999999999997	0	0	0	0	0	20.0682	0.2106	0.7767	0	0	0	0.0045	0
2018	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0135000000000005	0	0	0	0.000900000000000001	0	20.0547	0.2853	0.7155	0	0	0	0.0054	0
2019	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0215999999999994	0	0	0	0	0	20.0331	0.2178	0.8046	0	0	0	0.0054	0
2020	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0341999999999985	0	0	0	0	20.0673	0.2502	0.738	0	0	0	0	0
2021	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00450000000000017	0	0	0	0	20.0718	0.2322	0.7515	0	0	0	0	0
2022	127	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.1188	0	0	0	0.0081	0	19.953	0.054	1.0485	0	0	0	0.0081	0
2013	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	1.1862	0.2727	0.6129	0	0	0	0	0
2014	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00539999999999985	0	0	0	0	0	1.1808	0.2745	0.6165	0	0	0	0	0
2015	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0341999999999998	0	0	0	0	1.215	0.4176	0.4392	0	0	0	0	0
2016	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00719999999999987	0	0	0	0	0	1.2078	0.6003	0.2637	0	0	0	0	0
2017	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0567	0	0	0	0.0324	0	1.1511	0.3231	0.5976	0	0	0	0.0324	0
2018	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00539999999999985	0	0	0	0	1.1565	0.3717	0.5436	0	0	0	0.0324	0
2019	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00719999999999987	0	0	0	0	0	1.1493	0.3051	0.6174	0	0	0	0.027	0
2020	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0297000000000001	0	0	0	0	1.179	0.3609	0.5319	0	0	0	0.0108	0
2021	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000900000000000123	0	0	0	0	0	1.1781	0.3024	0.5913	0	0	0	0.0054	0
2022	128	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0297000000000001	0	0	0	0.0018	0	1.1484	0.1323	0.7911	0	0	0	0.0072	0
2013	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	7.9029	0.6336	0.4743	0	0	0	0	0
2014	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0117000000000003	0	0	0	0.0144	0	7.8912	0.6336	0.486	0	0	0	0.0144	0
2015	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0216000000000003	0	0	0.0045	0	7.9128	0.8694	0.2286	0	0	0	0.0189	0
2016	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0315000000000003	0	0	0	0	0	7.8813	1.0539	0.0756	0	0	0	0.0189	0
2017	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00450000000000017	0	0	0	0.0117	0	7.8768	0.7182	0.4158	0	0	0	0.0306	0
2018	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0152999999999999	0	0	0	0.009	0	7.8615	0.7893	0.36	0	0	0	0.0396	0
2019	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0404999999999998	0	0	0	0.0054	0	7.821	0.7308	0.459	0	0	0	0.045	0
2020	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0134999999999996	0	0	0	0	7.8345	0.8262	0.3501	0	0	0	0.0432	0
2021	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00360000000000049	0	0	0	0	7.8381	0.7632	0.4095	0	0	0	0.0369	0
2022	129	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00539999999999985	0	0	0	0.0081	0	7.8327	0.3762	0.8019	0	0	0	0.045	0
2013	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	2.3301	0.2214	0.0369	0	0	0	0	0
2014	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0135000000000001	0	0	0	0.0054	0	2.3166	0.2178	0.054	0	0	0	0.0054	0
2015	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999998	0	0	0	0.0171	0	2.2887	0.2601	0.0396	0	0	0	0.0225	0
2016	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999998	0	0	0	0.0135	0	2.2608	0.3132	0.0144	0	0	0	0.036	0
2017	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0117000000000003	0	0	0	0.0207	0	2.2491	0.2961	0.0432	0	0	0	0.0567	0
2018	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00810000000000022	0	0	0	0	2.2572	0.2979	0.0333	0	0	0	0.0567	0
2019	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00990000000000002	0	0	0	0	0	2.2473	0.2844	0.0567	0	0	0	0.0567	0
2020	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00900000000000034	0	0	0	0.000899999999999998	0	2.2383	0.2934	0.0567	0	0	0	0.0576	0
2021	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0387	0	0	0	0.0198	0	2.1996	0.3393	0.0495	0	0	0	0.0774	0
2022	130	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0089999999999999	0	0	0	0.0243	0	2.1906	0.2484	0.1494	0	0	0	0.1017	0
2013	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	2.7135	0.4266	0.0297	0	0	0.1701	0.1998	0
2014	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0449999999999999	0	0	0.0702	0	0	2.6685	0.4545	0.0468	0	0	0.2403	0.1683	0
2015	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0846	0	0	0.1422	0	0	2.5839	0.5319	0.054	0	0	0.3825	0.126	0
2016	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0152999999999999	0	0	0	0	0	2.5686	0.4383	0.1629	0	0	0.3195	0.0972	0
2017	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.1152	0	0	0.1035	0	0	2.4534	0.5184	0.198	0	0	0.423	0.0729	0
2018	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.171	0	0	0.0909	0	0	2.2824	0.594	0.2934	0	0	0.5139	0.072	0
2019	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0270000000000001	0	0	0.00539999999999996	0.0108	0	2.2554	0.6075	0.3069	0	0	0.5193	0.0828	0
2020	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999998	0	0	0	0.018	0	2.2275	0.6255	0.3168	0	0	0.5193	0.1008	0
2021	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00810000000000022	0	0	0.0135	0.0072	0	2.2194	0.6462	0.3042	0	0	0.5328	0.108	0
2022	131	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0179999999999998	0	0	0	0.0225	0	2.2014	0.6579	0.3105	0	0	0.5229	0.1305	0
2013	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.291	0.8091	0	0	0	0.0873	0.6885	0
2014	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.034200000000002	0	0	0.0063	0.0306	0	24.2568	0.8433	0	0	0	0.0936	0.7191	0
2015	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0692999999999984	0	0	0.0018	0.0675	0	24.1875	0.9126	0	0	0	0.0954	0.7866	0
2016	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.014400000000002	0	0	0	0.0144	0	24.1731	0.927	0	0	0	0.0954	0.801	0
2017	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00719999999999743	0	0	0	0	0.018	24.1659	0.9342	0	0	0	0.0954	0.792	0.018
2018	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0099000000000018	0	0	0	0.0225000000000001	0	24.156	0.9441	0	0	0	0.0954	0.8145	0.018
2019	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0396000000000001	0	0	0.000899999999999998	0.0567	0	24.1164	0.9837	0	0	0	0.0963	0.8712	0
2020	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0368999999999993	0	0	0.000899999999999998	0.0207000000000001	0	24.0795	1.0206	0	0	0	0.0972	0.8919	0
2021	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999989	0	0	0.000899999999999998	0.0162	0.0045	24.0516	1.044	0.0045	0	0	0.0981	0.9081	0.0045
2022	132	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.3339	0	0	0	0.2655	0.0738	23.7177	1.3815	0.0009	0	0	0.0981	1.1736	0.0783
2013	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	23.6979	1.4022	0	0	0	0	1.35	0.018
2014	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.115200000000002	0	0	0	0.1251	0	23.5827	1.5174	0	0	0	0	1.4751	0
2015	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.177299999999999	0	0	0	0.1719	0	23.4054	1.6947	0	0	0	0	1.647	0
2016	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.206099999999999	0	0	0	0.207	0	23.1993	1.9008	0	0	0	0	1.854	0
2017	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0953999999999979	0	0	0	0.0081	23.2947	1.8054	0	0	0	0	1.7559	0.0081
2018	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0801000000000016	0	0	0	0.0009	23.3748	1.7253	0	0	0	0	1.6911	0.009
2019	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0981000000000023	0	0	0	0.1026	0	23.2767	1.8234	0	0	0	0	1.7937	0.0036
2020	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0548999999999999	0	0	0	0.0567000000000002	0	23.2218	1.8783	0	0	0	0	1.8504	0
2021	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.198899999999998	0	0	0	0.1827	0.0135	23.0229	2.0772	0	0	0	0	2.0331	0.0135
2022	133	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.320399999999999	0	0	0	0.2322	0.1188	22.7025	2.3976	0	0	0	0	2.2653	0.1323
2013	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.4476	0.6525	0	0	0	0	0.621	0
2014	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0387000000000022	0	0	0	0	24.4863	0.6075	0.0063	0	0	0	0.5688	0
2015	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0503999999999998	0	0	0	0.0585	0	24.4359	0.6642	0	0	0	0	0.6273	0
2016	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0386999999999986	0	0	0	0	24.4746	0.6246	0.0009	0	0	0	0.5886	0
2017	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.101700000000001	0	0	0	0	24.5763	0.5238	0	0	0	0	0.486	0
2018	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0278999999999989	0	0	0	0.0396	0	24.5484	0.5517	0	0	0	0	0.5256	0
2019	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0558000000000014	0	0	0	0.0513	0	24.4926	0.6075	0	0	0	0	0.5769	0
2020	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00629999999999953	0	0	0	0.00539999999999996	0	24.4863	0.6138	0	0	0	0	0.5823	0
2021	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0170999999999992	0	0	0	0.0072000000000001	0	24.4692	0.6309	0	0	0	0	0.5895	0
2022	134	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0387000000000022	0	0	0	0.0791999999999999	0	24.4305	0.6687	0.0009	0	0	0	0.6687	0
2013	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	25.1001	0	0	0	0	0	0	0
2014	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2015	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2016	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2017	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2018	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0	0	0	0	0	25.1001	0	0	0	0	0	0	0
2019	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0269999999999975	0	0	0	0.027	0	25.0731	0.027	0	0	0	0	0.027	0
2020	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0207000000000015	0	0	0	0.0207	0	25.0524	0.0477	0	0	0	0	0.0477	0
2021	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00359999999999872	0	0	0	0.0036	0	25.0488	0.0513	0	0	0	0	0.0513	0
2022	135	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0162000000000013	0	0	0	0.0162	0	25.0326	0.0675	0	0	0	0	0.0675	0
2013	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.9849	0.1152	0	0	0	0	0.1107	0
2014	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.106200000000001	0	0	0	0.1062	0	24.8787	0.2214	0	0	0	0	0.2169	0
2015	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	1.0098	0	0	0	1.0098	0	23.8689	1.2312	0	0	0	0	1.2267	0
2016	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.326699999999999	0	0	0	0.3267	0	23.5422	1.5579	0	0	0	0	1.5534	0
2017	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0999000000000017	0	0	0	0.0999000000000001	0	23.4423	1.6578	0	0	0	0	1.6533	0
2018	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0558000000000014	0	0	0	0.0558000000000001	0	23.3865	1.7136	0	0	0	0	1.7091	0
2019	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.387899999999998	0	0	0	0.3879	0	22.9986	2.1015	0	0	0	0	2.097	0
2020	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.300599999999999	0	0	0	0.3006	0	22.698	2.4021	0	0	0	0	2.3976	0
2021	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.187200000000001	0	0	0	0.1557	0.0315	22.5108	2.5893	0	0	0	0	2.5533	0.0315
2022	136	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.427500000000002	0	0	0	0.4113	0.0162	22.0833	3.0168	0	0	0	0	2.9646	0.0477
2013	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	20.1195	2.6874	0.2007	0	0	0	0	0
2014	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000899999999997902	0	0	0	0.0378	0	20.1186	2.673	0.216	0	0	0	0.0378	0
2015	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0927000000000007	0	0	0	0.1323	0	20.0259	2.862	0.1197	0	0	0	0.1701	0
2016	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.113400000000002	0	0	0	0.0828	0	19.9125	3.0951	0	0	0	0	0.2529	0
2017	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0440999999999967	0	0	0	0.00179999999999997	0	19.8684	3.0132	0.126	0	0	0	0.2547	0
2018	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0153000000000034	0	0	0	0.00990000000000002	0	19.8531	3.0933	0.0612	0	0	0	0.2646	0
2019	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.287099999999999	0	0	0	0.2835	0	19.566	3.303	0.1386	0	0	0	0.5481	0
2020	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0198	0	0	0	0.0477	0	19.5462	3.3714	0.09	0	0	0	0.5958	0
2021	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0621000000000009	0	0	0	0.0368999999999999	0.0045	19.4841	3.4515	0.072	0	0	0	0.6327	0.0045
2022	137	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.115199999999998	0	0	0	0.0765	0.0639	19.3689	3.1554	0.4833	0	0	0	0.7092	0.0684
2013	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	23.7591	0.6471	0.0783	0	0	0	0	0
2014	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0314999999999976	0	0	0	0	23.7906	0.6084	0.0855	0	0	0	0	0
2015	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0405000000000015	0	0	0.0081	0	23.8311	0.6201	0.0333	0	0	0	0.0081	0
2016	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000900000000001455	0	0	0	0	0	23.8302	0.6543	0	0	0	0	0.0081	0
2017	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0269999999999975	0	0	0	0	0	23.8032	0.6471	0.0342	0	0	0	0	0
2018	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00360000000000227	0	0	0	0	0	23.7996	0.6705	0.0144	0	0	0	0	0
2019	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00270000000000081	0	0	0	0	23.8023	0.6372	0.045	0	0	0	0	0
2020	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00270000000000081	0	0	0	0	23.805	0.6561	0.0234	0	0	0	0	0
2021	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00359999999999872	0	0	0	0	23.8086	0.657	0.0189	0	0	0	0	0
2022	138	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0269999999999975	0	0	0	0	0	23.7816	0.5004	0.2025	0	0	0	0	0
2013	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	24.1074	0.1467	0.1539	0	0	0	0	0
2014	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00179999999999936	0	0	0	0	24.1092	0.1476	0.1512	0	0	0	0	0
2015	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0243000000000002	0	0	0	0	24.1335	0.1827	0.0918	0	0	0	0	0
2016	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0215999999999994	0	0	0	0	0	24.1119	0.2889	0.0072	0	0	0	0	0
2017	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00450000000000017	0	0	0	0	0	24.1074	0.1701	0.1305	0	0	0	0	0
2018	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00629999999999953	0	0	0	0	24.1137	0.1971	0.0972	0	0	0	0	0
2019	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00539999999999807	0	0	0	0	0	24.1083	0.1719	0.1278	0	0	0	0	0
2020	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00450000000000017	0	0	0	0	24.1128	0.1872	0.108	0	0	0	0	0
2021	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00179999999999936	0	0	0	0	24.1146	0.1566	0.1368	0	0	0	0	0
2022	139	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0621000000000009	0	0	0	0	0	24.0525	0.0594	0.2961	0	0	0	0	0
2013	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	13.5963	0.2475	0.7506	0	0	0	0	0
2014	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00900000000000034	0	0	0	0	0	13.5873	0.2448	0.7623	0	0	0	0	0
2015	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0963000000000012	0	0	0	0	13.6836	0.2979	0.6129	0	0	0	0	0
2016	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00899999999999856	0	0	0	0	13.6926	0.468	0.4338	0	0	0	0	0
2017	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0251999999999999	0	0	0	0	0	13.6674	0.2475	0.6795	0	0	0	0	0
2018	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0206999999999997	0	0	0	0	0	13.6467	0.2952	0.6525	0	0	0	0	0
2019	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0332999999999988	0	0	0	0	0	13.6134	0.2556	0.7254	0	0	0	0	0
2020	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0152999999999999	0	0	0	0	13.6287	0.2844	0.6813	0	0	0	0	0
2021	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.000900000000001455	0	0	0	0	0	13.6278	0.2493	0.7173	0	0	0	0	0
2022	140	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.231299999999999	0	0	0	0	0	13.3965	0.0909	1.107	0	0	0	0	0
2013	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	6.4026	0.1899	0.9891	0	0	0	0	0
2014	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.00269999999999992	0	0	0	0	6.4053	0.171	1.0053	0	0	0	0	0
2015	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.1287	0	0	0	0	6.534	0.2565	0.7911	0	0	0	0	0
2016	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0117000000000003	0	0	0	0	6.5457	0.4527	0.5832	0	0	0	0	0
2017	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0773999999999999	0	0	0	0	0	6.4683	0.1935	0.9198	0	0	0	0	0
2018	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00900000000000034	0	0	0	0	0	6.4593	0.2313	0.891	0	0	0	0	0
2019	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.0530999999999997	0	0	0	0	0	6.4062	0.1971	0.9783	0	0	0	0	0
2020	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0	0.0206999999999997	0	0	0	0	6.4269	0.234	0.9207	0	0	0	0	0
2021	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.00630000000000042	0	0	0	0	0	6.4206	0.2151	0.9459	0	0	0	0	0
2022	141	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	0.135899999999999	0	0	0	0	0	6.2847	0.0153	1.2816	0	0	0	0	0
2013	142	5	Área de Proteção Ambiental	Caverna do Maroaga (Presidente Figueiredo)	NA	NA	NA	NA	NA	NA	0.1611	0.0045	0.0711	0	0	0	0	0
